REFERENCE	 DEGRADED	 PESQMOS	 PESQMOS	 SUBJMOS	 COND	 SAMPLE_FREQ	 CRUDE_DELAY
 cut_data/Real/cln_et/t37c020s.wav	 workspace/enh_wavs/test2/real/t37c020s.enh.wav	 SQValue=2.022	 2.022	 0.000	 0	 16000	0.0000
 cut_data/Real/cln_et/t37c020t.wav	 workspace/enh_wavs/test2/real/t37c020t.enh.wav	 SQValue=1.976	 1.976	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t37c020u.wav	 workspace/enh_wavs/test2/real/t37c020u.enh.wav	 SQValue=2.219	 2.219	 0.000	 0	 16000	0.0000
 cut_data/Real/cln_et/t37c020v.wav	 workspace/enh_wavs/test2/real/t37c020v.enh.wav	 SQValue=2.154	 2.154	 0.000	 0	 16000	0.0000
 cut_data/Real/cln_et/t37c020w.wav	 workspace/enh_wavs/test2/real/t37c020w.enh.wav	 SQValue=1.681	 1.681	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t37c020x.wav	 workspace/enh_wavs/test2/real/t37c020x.enh.wav	 SQValue=2.160	 2.160	 0.000	 0	 16000	-0.0040
 cut_data/Real/cln_et/t37c020y.wav	 workspace/enh_wavs/test2/real/t37c020y.enh.wav	 SQValue=1.867	 1.867	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t37c020z.wav	 workspace/enh_wavs/test2/real/t37c020z.enh.wav	 SQValue=2.180	 2.180	 0.000	 0	 16000	-0.0040
 cut_data/Real/cln_et/t37c0210.wav	 workspace/enh_wavs/test2/real/t37c0210.enh.wav	 SQValue=1.982	 1.982	 0.000	 0	 16000	-0.0040
 cut_data/Real/cln_et/t37c0212.wav	 workspace/enh_wavs/test2/real/t37c0212.enh.wav	 SQValue=2.226	 2.226	 0.000	 0	 16000	-0.0040
 cut_data/Real/cln_et/t37c0213.wav	 workspace/enh_wavs/test2/real/t37c0213.enh.wav	 SQValue=1.848	 1.848	 0.000	 0	 16000	0.0120
 cut_data/Real/cln_et/t38c020n.wav	 workspace/enh_wavs/test2/real/t38c020n.enh.wav	 SQValue=1.770	 1.770	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t38c020t.wav	 workspace/enh_wavs/test2/real/t38c020t.enh.wav	 SQValue=1.938	 1.938	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t38c020u.wav	 workspace/enh_wavs/test2/real/t38c020u.enh.wav	 SQValue=2.294	 2.294	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t38c020v.wav	 workspace/enh_wavs/test2/real/t38c020v.enh.wav	 SQValue=1.789	 1.789	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t38c020w.wav	 workspace/enh_wavs/test2/real/t38c020w.enh.wav	 SQValue=2.088	 2.088	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t38c020x.wav	 workspace/enh_wavs/test2/real/t38c020x.enh.wav	 SQValue=2.106	 2.106	 0.000	 0	 16000	-0.0080
 cut_data/Real/cln_et/t38c020y.wav	 workspace/enh_wavs/test2/real/t38c020y.enh.wav	 SQValue=2.091	 2.091	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t38c020z.wav	 workspace/enh_wavs/test2/real/t38c020z.enh.wav	 SQValue=1.529	 1.529	 0.000	 0	 16000	0.0080
 cut_data/Real/cln_et/t38c0210.wav	 workspace/enh_wavs/test2/real/t38c0210.enh.wav	 SQValue=2.260	 2.260	 0.000	 0	 16000	0.0000
 cut_data/Real/cln_et/t38c0211.wav	 workspace/enh_wavs/test2/real/t38c0211.enh.wav	 SQValue=1.546	 1.546	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t38c0212.wav	 workspace/enh_wavs/test2/real/t38c0212.enh.wav	 SQValue=1.461	 1.461	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t38c0214.wav	 workspace/enh_wavs/test2/real/t38c0214.enh.wav	 SQValue=2.258	 2.258	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t39c020t.wav	 workspace/enh_wavs/test2/real/t39c020t.enh.wav	 SQValue=1.669	 1.669	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t39c020u.wav	 workspace/enh_wavs/test2/real/t39c020u.enh.wav	 SQValue=1.796	 1.796	 0.000	 0	 16000	0.0120
 cut_data/Real/cln_et/t39c020v.wav	 workspace/enh_wavs/test2/real/t39c020v.enh.wav	 SQValue=1.639	 1.639	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t39c020x.wav	 workspace/enh_wavs/test2/real/t39c020x.enh.wav	 SQValue=1.463	 1.463	 0.000	 0	 16000	0.0080
 cut_data/Real/cln_et/t39c020y.wav	 workspace/enh_wavs/test2/real/t39c020y.enh.wav	 SQValue=1.422	 1.422	 0.000	 0	 16000	0.0080
 cut_data/Real/cln_et/t39c020z.wav	 workspace/enh_wavs/test2/real/t39c020z.enh.wav	 SQValue=1.763	 1.763	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t39c0210.wav	 workspace/enh_wavs/test2/real/t39c0210.enh.wav	 SQValue=1.509	 1.509	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t39c0211.wav	 workspace/enh_wavs/test2/real/t39c0211.enh.wav	 SQValue=1.632	 1.632	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t39c0212.wav	 workspace/enh_wavs/test2/real/t39c0212.enh.wav	 SQValue=1.224	 1.224	 0.000	 0	 16000	0.0160
 cut_data/Real/cln_et/t39c0213.wav	 workspace/enh_wavs/test2/real/t39c0213.enh.wav	 SQValue=1.402	 1.402	 0.000	 0	 16000	0.0120
 cut_data/Real/cln_et/t39c0214.wav	 workspace/enh_wavs/test2/real/t39c0214.enh.wav	 SQValue=1.609	 1.609	 0.000	 0	 16000	0.0000
 cut_data/Real/cln_et/t40c020t.wav	 workspace/enh_wavs/test2/real/t40c020t.enh.wav	 SQValue=1.930	 1.930	 0.000	 0	 16000	-0.0040
 cut_data/Real/cln_et/t40c020u.wav	 workspace/enh_wavs/test2/real/t40c020u.enh.wav	 SQValue=1.316	 1.316	 0.000	 0	 16000	-0.0040
 cut_data/Real/cln_et/t40c020v.wav	 workspace/enh_wavs/test2/real/t40c020v.enh.wav	 SQValue=1.428	 1.428	 0.000	 0	 16000	0.0000
 cut_data/Real/cln_et/t40c020w.wav	 workspace/enh_wavs/test2/real/t40c020w.enh.wav	 SQValue=1.599	 1.599	 0.000	 0	 16000	-0.0040
 cut_data/Real/cln_et/t40c020x.wav	 workspace/enh_wavs/test2/real/t40c020x.enh.wav	 SQValue=1.843	 1.843	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t40c020y.wav	 workspace/enh_wavs/test2/real/t40c020y.enh.wav	 SQValue=1.950	 1.950	 0.000	 0	 16000	-0.0040
 cut_data/Real/cln_et/t40c020z.wav	 workspace/enh_wavs/test2/real/t40c020z.enh.wav	 SQValue=1.806	 1.806	 0.000	 0	 16000	0.0000
 cut_data/Real/cln_et/t40c0210.wav	 workspace/enh_wavs/test2/real/t40c0210.enh.wav	 SQValue=1.631	 1.631	 0.000	 0	 16000	0.0040
 cut_data/Real/cln_et/t40c0211.wav	 workspace/enh_wavs/test2/real/t40c0211.enh.wav	 SQValue=1.926	 1.926	 0.000	 0	 16000	0.0000
 cut_data/Real/cln_et/t40c0213.wav	 workspace/enh_wavs/test2/real/t40c0213.enh.wav	 SQValue=1.832	 1.832	 0.000	 0	 16000	0.0000
 cut_data/Real/cln_et/t40c0214.wav	 workspace/enh_wavs/test2/real/t40c0214.enh.wav	 SQValue=1.668	 1.668	 0.000	 0	 16000	0.0000
 
